18676,18712	99	18695,18694,18693,18692,18691,18690,18729,18728,18727,18726,18725,18724,18723,18722,18721,18720,18689,18688,18687,18686,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18714,18713,18711,18710,18679,18678,18677,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18669,18668,18667,18666,18665,18664,18663,18662,18661,18660,18756,18755,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18712,18721	99	18695,18694,18693,18692,18691,18690,18729,18728,18727,18726,18725,18724,18723,18722,18720,18689,18688,18687,18686,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18714,18713,18711,18710,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18669,18668,18667,18666,18665,18664,18663,18662,18661,18660,18756,18755,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18695,18711	99	18694,18693,18692,18691,18690,18729,18728,18727,18726,18725,18724,18723,18722,18721,18720,18689,18688,18687,18686,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18710,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18767,18702,18766,18701,18765,18700,18764,18763,18669,18762,18668,18761,18667,18760,18666,18665,18664,18662,18660,18758,18754,18753,18752,18658,18751,18657,18655,18749,18748,18747,18745,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18688,18710	99	18695,18694,18693,18692,18691,18690,18729,18728,18727,18726,18725,18724,18723,18722,18721,18720,18689,18687,18686,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18711,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18763,18669,18762,18668,18761,18667,18760,18666,18665,18664,18662,18660,18758,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18722,18729	99	18695,18694,18693,18692,18691,18690,18728,18727,18726,18724,18723,18721,18720,18689,18688,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18711,18710,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18703,18702,18701,18765,18700,18764,18763,18669,18762,18668,18667,18760,18666,18665,18664,18663,18662,18660,18759,18757,18756,18755,18754,18753,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18685,18696	99	18695,18693,18692,18691,18690,18729,18728,18727,18726,18724,18789,18723,18722,18721,18720,18689,18688,18782,18687,18684,18683,18681,18719,18718,18717,18715,18714,18713,18778,18712,18777,18711,18710,18774,18679,18772,18770,18676,18673,18671,18670,18709,18708,18707,18706,18705,18769,18768,18703,18767,18702,18766,18701,18700,18765,18764,18763,18669,18762,18668,18761,18760,18666,18665,18662,18660,18759,18758,18757,18756,18754,18753,18752,18658,18657,18751,18655,18749,18748,18747,18745,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18798,18732,18731,18730,18699,18698,18697,18791
18670,18679	99	18695,18694,18693,18692,18691,18690,18729,18728,18726,18723,18722,18721,18720,18689,18688,18685,18684,18683,18682,18681,18680,18719,18717,18716,18714,18778,18777,18712,18776,18711,18775,18710,18774,18773,18772,18678,18771,18677,18770,18676,18675,18673,18672,18671,18709,18708,18707,18706,18705,18769,18768,18767,18766,18701,18765,18764,18763,18669,18762,18668,18761,18667,18760,18666,18665,18663,18662,18660,18759,18758,18757,18756,18755,18754,18753,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18737,18736,18735,18732,18731,18730,18699,18698,18697,18696
18683,18728	99	18695,18694,18693,18692,18691,18690,18729,18727,18726,18725,18724,18723,18722,18721,18720,18689,18688,18687,18686,18685,18684,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18711,18710,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18763,18669,18762,18668,18761,18667,18760,18666,18665,18664,18662,18660,18758,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18683,18710	99	18695,18694,18693,18692,18691,18690,18729,18728,18727,18726,18725,18724,18723,18722,18721,18720,18689,18688,18687,18686,18685,18684,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18711,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18763,18669,18762,18668,18761,18667,18760,18666,18665,18664,18662,18660,18758,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
18688,18728	99	18695,18694,18693,18692,18691,18690,18729,18727,18726,18725,18724,18723,18722,18721,18720,18689,18687,18686,18685,18684,18683,18682,18681,18680,18719,18718,18717,18716,18715,18713,18712,18711,18710,18679,18678,18677,18676,18675,18674,18673,18672,18671,18670,18709,18708,18707,18706,18705,18704,18703,18702,18701,18700,18763,18669,18762,18668,18761,18667,18760,18666,18665,18664,18662,18660,18758,18754,18753,18659,18752,18658,18751,18657,18750,18655,18749,18748,18747,18746,18745,18744,18743,18742,18741,18740,18739,18738,18737,18736,18735,18734,18733,18732,18731,18730,18699,18698,18697,18696
